id,title,price,description,location_id,old_state_id,old_municipality_id,street,geo_long,geo_lat,rooms,bathrooms,parking,area,antiquity_year,stories,construction_area,belongs_to,published,archived,deleted_at,created_at,updated_at,show_zip_code,show_address,show_latitude_longitude,show_email,show_phone,show_mobile,show_whatsapp,short_description,custom_floor,pet_friendly,green_tech,zone_type,corner,api_registered,priority,active,postal,zone,space,half_bathrooms,ref,type,street_type,temporal_use,floor,remodeling,use,currency,price_unit,external_ref,area_unit,space_unit,construction_date_milestones,ap_order_priority,crm_perk_granted,crm_imported_property,video_url,maintenance_price,tour_url,state_id,municipality_id,postal_code_id,locality_id,has_exclusivity
389390,Departamento en Renta en San Jeronimo,18800.00,"Nocnok ID: MX21-LG3569. REDNORTE OFRECE: 

Departamento renta en Etherea zona San Jeronimo 
2 recamaras 
2 baños 
2 cajones de estacionamiento piso 11 
Excelente vista 
Equipado con cocina centro de lavado minisplits y boiler 
Amenidades 
Roof con gym asadores etc 
Alberca salón de eventos etc 
18,800 

CLAVE INTERNA: RAR842 
TELEFONO: 8117783953

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,64640 64640,-100.3643650,25.6745148,2,2,0,0,0,0,90,544,1,0,,2021-10-22 18:50:42,2022-06-21 08:24:55,1,0,1,0,1,1,1,"Departamento en renta en San Jeronimo. 2 habitaciones, 2 baños, 90m2 construcción.","",0,0,[],0,0,1,1,64640,San Jeronimo,0,0,1634760291544263,Departamento,General,NA,Habitacional,Parcial,Renta,mxn,propiedad,MX21-LG3569,m2,m2,,1,2022-04-13 14:10:16,2021-10-20 20:04:51,,0.00,,19,948,85975,85975,0
389400,Departamento en Renta en San Jeronimo,20500.00,"Nocnok ID: MX21-LI3052. Rednorte ofrece: 

Departamento con excelente ubicación, con salida rapida a las avenidas principales. Fletereos, Gonzalitos y Av. San Jeronimo 
Cuenta con dos recamaras, la principal con baño-vestidor, la secundaria con closet, comparte baño. Cuarto de oficina que puede ser otra recamara, Sala, Comedor, Cocina equipada. Dos cajones de estacionamiento. Terraza grande para eventos. Vigilancia 24 horas. 

CLAVE INTERNA: IMR428 
TELEFONO OFICINA: 8117783953

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,fedfe fefe,-100.3659290,25.6779442,2,2,0,0,0,0,140,544,1,0,,2021-10-22 18:50:43,2022-06-21 08:24:55,1,0,1,0,1,1,1,"Departamento en renta en San Jeronimo. 2 habitaciones, 2 baños, 140m2 construcción.","",0,0,[],0,0,1,1,64640,San Jeronimo,0,0,1634760323544728,Departamento,General,NA,Habitacional,Parcial,Renta,mxn,propiedad,MX21-LI3052,m2,m2,,1,2022-04-13 14:10:17,2021-10-20 20:05:23,,0.00,,19,948,85975,85975,0
389428,Casa en Venta en Colinas de San Jeronimo,6000000.00,"Nocnok ID: MX21-LN5155. REDNORTE OFRECE: 

Casa en venta de $4,750,000.00 ubicada en San Jerónimo a unos pasos de anillo periférico y a menos de 10 minutos de San Pedro, cuenta con 3 habitaciones en la planta alta la principal con baño y vestidor, sala, comedor, cocina integral y jardín amplio en la parte trasera. 
Mini Splits, Boiler y Cocina Equipada 

CLAVE INTERNA:DMV568 
TELEFONO:8117783953

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,64630 64630,-100.3761060,25.6863575,3,3,0,144,0,0,223,544,1,0,,2021-10-22 18:50:46,2022-06-21 08:24:55,1,0,1,0,1,1,1,"Casa en venta en Colinas de San Jeronimo. 3 habitaciones, 3 baños, 144m2 terreno, 223m2 construcción.","",0,0,[],0,0,1,1,64630,Colinas de San Jeronimo,0,1,1634760418544640,Casa,General,NA,Habitacional,Parcial,Venta,mxn,propiedad,MX21-LN5155,m2,m2,,1,2022-04-13 14:10:18,2021-10-20 20:06:58,,0.00,,19,948,85944,85944,0
392474,Casa en Renta en Colinas de San Jeronimo,40000.00,"Nocnok ID: MX21-LQ0702. ""Ofrezco Casa En Renta En Colinas De San Jerónimo""
220 m2 de terreno
480 m2 de Construcción
Cuenta con:
4 Recámaras
5 Baños
Cuarto de Servicio
Cochera Techada para 4 autos
Precio: 40,000

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,privada 1,-100.3761060,25.6863575,4,5,0,220,0,0,480,1606,1,0,,2021-10-22 18:53:53,2022-04-28 02:48:15,1,1,1,0,1,1,1,"Casa en renta en Colinas de San Jeronimo. 4 habitaciones, 5 baños, 220m2 terreno, 480m2 construcción.","",0,0,[],0,0,1,1,64630,Colinas de San Jeronimo,0,0,16347830661606161,Casa,General,NA,Habitacional,Parcial,Renta,mxn,propiedad,MX21-LQ0702,m2,m2,,1,2021-11-08 14:00:19,2021-10-21 02:24:26,,0.00,,19,948,85944,85944,0
402898,Departamento en Renta en San Jeronimo 1er Sect,26000.00,"Nocnok ID: MX21-LQ4183. REDNORTE OFRECE: 

-Exclusivo departamento en piso 20 
-Cocina integral con horno 
-Sala 
-Comedor 
-Recamara principal con baño y closet 
-Dos recámaras secundarias que comparten 
baño 
-Medio baño 
-Lavandería sin equipo 
-Balcón con increíble vista panorámica 
-2 estacionamientos 
-Bodega 

- Amenidades: gimnasio, alberca, chapoteadero, ludoteca, juegos infantiles, área de asadores.cancha polivalente, 2 salas de visitas ( sala, comedor, cocina) sala de juegos, salón de eventos, business center, edificio pet friendly, estacionamiento de visitas, seguridad con guardias 24/7. 
-A 5 minutos de San Pedro, bospitales y vías rápidas. 

CLAVE INTERNA: XCR870 

TELEFONO: 8117783953

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,XCR870 XCR870,-100.3659290,25.6779442,3,3,0,0,0,0,140,544,1,0,,2021-10-27 14:50:18,2022-06-21 08:25:09,1,0,1,0,1,1,1,"Departamento en renta en San Jeronimo 1er Sect. 3 habitaciones, 3 baños, 140m2 construcción.","",0,0,[],0,0,1,1,64634,San Jeronimo 1er Sect,0,1,1635270426544816,Departamento,General,NA,Habitacional,Parcial,Renta,mxn,propiedad,MX21-LQ4183,m2,m2,,1,2022-04-13 14:10:18,2021-10-26 17:47:06,,0.00,,19,948,85947,85947,0
407212,Departamento para Renta,20000.00,"Departamento Área San Jerónimo TORRE 102 recamaras 2 1/2 baños&nbsp;Sala comedor&nbsp;&nbsp;cocina completa con refrigerador, centro de lavado&nbsp;bodega",,19,39,Anillo Periferico 100,,,2,2,0,90.0,0,0,90.0,2533,1,0,,2021-11-02 03:58:35,2022-04-28 02:48:55,0,0,1,1,1,1,1,Departamento Área San Jerónimo TORRE 102 recamaras 2 1/2 baños&nbsp;Sala comedor&nbsp;&nbsp;cocina completa con,,0,0,,0,0,1,1,64634,Colinas de San Jerónimo,90.0,1,16365909492533159,Departamento,General,NA,Habitacional,Ninguna,Renta,mxn,m2,06-DR-5549,Mts,m2,,1,,2021-11-11 00:35:49,,0.00,,19,948,85955,85955,0
408274,Departamento para Compra,3995000.00,"CLAVE SAI 58-DV-2162Departamentos en Pre-Venta en Edificio Boutique ubicado en zona privilegiada en San Jerónimo,&nbsp;",,19,39,Av. Puerta del Sol 463,-100.3642300,25.6862300,2,2,0,88.59,0,0,88.59,3372,1,0,,2021-11-10 02:43:48,2022-04-28 02:49:00,0,0,1,1,1,1,1,"CLAVE SAI 58-DV-2162Departamentos en Pre-Venta en Edificio Boutique ubicado en zona privilegiada en San Jerónimo,&nbsp;",,0,0,,0,0,1,1,64634,Colinas de San Jerónimo,88.59,0,16498094173372035,Departamento,General,NA,Habitacional,Ninguna,Compra,usd,m2,58-DV-2162,Mts,m2,,1,,2022-04-13 00:23:37,no hay,0.00,,19,948,85955,85955,0
408285,Local para Compra,2450000.00,Local Venta Colinas de San JerónimoID: 58-LV-2738Locales comerciales y área para restaurantes en Edificio tipo Boutique en privilegiada zona de San Jerónimo&nbsp;*Precio más IVA,,19,39,Av. Puerta del Sol 463,-100.3642300,25.6862300,0,0,0,45.0,0,0,45.0,3372,1,0,,2021-11-10 03:00:41,2022-04-28 02:49:00,0,0,1,1,1,1,1,Local Venta Colinas de San JerónimoID: 58-LV-2738Locales comerciales y área para restaurantes en Edificio tipo,,0,0,,0,0,1,1,64634,Colinas de San Jerónimo,45.0,0,16498099923372375,Local,General,NA,Habitacional,Ninguna,Compra,usd,m2,58-LV-2738,Mts,m2,,1,,2022-04-13 00:33:12,no hay,0.00,,19,948,85955,85955,0
408295,Oficina para Compra,1950000.00,"58-OV-2012Edificio Boutique de usos mixtos ofrece espacios exclusivos de oficinas, locales comerciales y departamentos únicos en la zona !!&nbsp;",,19,39,Av. Puerta del Sol 463,-100.3642300,25.6862300,0,0,0,1000.0,0,0,1500.0,3372,1,0,,2021-11-10 03:11:09,2022-04-28 02:49:00,0,0,1,1,1,1,1,"58-OV-2012Edificio Boutique de usos mixtos ofrece espacios exclusivos de oficinas, locales comerciales y departamentos",,0,0,,0,0,1,1,64630,Colinas de San Jerónimo,1500.0,0,16498104763372599,Oficina,General,NA,Habitacional,Ninguna,Compra,usd,m2,58-OV-2012,Mts,m2,,1,,2022-04-13 00:41:16,no hay,0.00,,19,948,85944,85944,0
413341,Casa para Compra,8000000.00,"Aprovecha esta oportunidad, casa recién remodelada en San Jeronimo de gran tamaño, ideal para familia grande, departamentos o oficinas.",,19,39,J. Sibelius # 581,-100.1961810,25.6472470,6,6,0,262.0,0,0,440.0,2785,1,0,,2021-11-17 00:19:27,2022-04-13 12:03:53,0,0,1,1,1,1,1,"Aprovecha esta oportunidad, casa recién remodelada en San Jeronimo de gran tamaño, ideal para familia grande,",,0,0,,0,0,1,1,64637,Colinas de San Jerónimo Sector Panorama 2 Sector,440.0,0,16498088182785195,Casa,General,NA,Habitacional,Ninguna,Compra,usd,m2,70-CV-296,Mts,m2,,1,,2022-04-13 00:13:38,no hay,0.00,,19,948,,,0
416441,Casa en Venta en Colinas de San Jeronimo,8500000.00,"Nocnok ID: MX21-LT4176. *Ofrezco Casa En Venta En Colinas De San Jerónimo*
333 M2 De Construcción
427 M2 De Terreno
2 Plantantas
Cuenta con:
3 Recámaras
4 Baños
Precio: 8,500,000

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,Privada 1,-100.3549040,25.6765690,3,4,0,427,0,0,333,1606,1,0,,2021-11-19 14:12:45,2022-04-28 02:49:15,1,1,1,0,1,1,1,"Casa en venta en Colinas de San Jeronimo. 3 habitaciones, 4 baños, 427m2 terreno, 333m2 construcción.","",0,0,[],0,0,1,1,64630,Colinas de San Jeronimo,0,0,16373289251606363,Casa,General,NA,Habitacional,Parcial,Venta,mxn,propiedad,MX21-LT4176,m2,m2,,1,2021-11-19 14:12:47,2021-11-19 13:35:25,,0.00,,19,948,85944,85944,0
416538,Oficina en Renta en SAN JERÓNIMO,16600.00,"Nocnok ID: MX21-LS7263. Oficina en renta en planta baja
Col. Jardines de San Jerónimo ente Ave. Fleteros y San Jerónimo

$ 16,600.00 más iva
83 mts2
2 OFICINAS
RECEPCIÓN
1 MEDIO BAÑO
2 cajones de estacionamiento

Lic. José Carlos Villarreal 
8134446971
josecarlosvillarreal@gmail.com

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,C. Jardín de San Jerónimo  114,-100.3581470,25.6752319,2,1,2,83,0,1,83,1726,1,0,,2021-11-19 14:13:05,2022-04-28 02:49:16,1,1,0,0,1,1,1,"Oficina en renta en SAN JERÓNIMO. 2 habitaciones, 1 baños, 2 estacionamientos, 83m2 terreno, 83m2 construcción.","",0,0,[],0,0,1,1,64634,SAN JERÓNIMO,0,1,16373297491726263,Oficina,General,NA,Comercial,Parcial,Renta,mxn,propiedad,MX21-LS7263,m2,m2,,1,2022-04-13 14:22:53,2021-11-19 13:49:09,,0.00,,19,948,85947,85947,0
416546,Oficina en Renta en Jardines de San Jeronimo,14200.00,"Nocnok ID: MX21-LT6565. RENTO AMPLIA OFICINA EN JARDÍNES DE SÁN JERÓNIMO EN PLANTA ALTA


71 m2
2 OFICINAS
1 MEDIO BAÑO
2 cajones de estacionamiento
$14,200 más IVA
Fácil acceso por Ave. San Jerónimo ó Fleteros (Pablo A de la Garza)



Lic. José Carlos Villarreal
81.34.44.69.71
Josecarlosvillarreal@gmail.com

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,C. Jardín de San Jerónimo 114 114,-100.3581470,25.6752319,2,1,2,71,0,1,71,1726,1,0,,2021-11-19 14:13:07,2022-04-28 02:49:16,1,1,1,0,1,1,1,"Oficina en renta en Jardines de San Jeronimo. 2 habitaciones, 1 baños, 2 estacionamientos, 71m2 terreno, 71m2","",0,0,[],0,0,1,1,64632,Jardines de San Jeronimo,0,1,16373297491726017,Oficina,General,NA,Comercial,Parcial,Renta,mxn,propiedad,MX21-LT6565,m2,m2,,1,2022-04-13 14:22:53,2021-11-19 13:49:09,,0.00,,19,948,85945,85945,0
416588,Casa en Renta en Colinas de San Jeronimo,40000.00,"Nocnok ID: MX21-LU3470. Casa en Renta Colinas de San Jerónimo, de 1 piso, amplios espacios, con 2 recámaras 2.5 baños, sala, comedor cocina equipada, cuarto de t.v., oficina que puede quedar como 3er recámara, lavandería, jardín con asador y alberca, cochera para 2 autos con portón.

Precio de renta: $40,000 sin muebles. IDEAL PARA OFICINA

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,Jose Ruben Romero 120,-100.3629070,25.6833229,2,3,2,580,0,1,330,1764,1,0,,2021-11-19 14:13:16,2022-04-28 02:49:16,1,0,0,0,1,1,1,"Casa en renta en Colinas de San Jeronimo. 2 habitaciones, 3 baños, 2 estacionamientos, 580m2 terreno, 330m2","",0,0,[],0,0,1,1,64630,Colinas de San Jeronimo,0,1,16373217391764667,Casa,General,NA,Habitacional,Parcial,Renta,mxn,propiedad,MX21-LU3470,m2,m2,,1,2022-04-13 14:23:12,2021-11-19 11:35:39,,0.00,,19,948,85944,85944,0
423978,Bodega para Renta,49500.00,"Bodega en Renta en Excelente Ubicación, a un par de cuadras de Galerías Monterrey700 mts de Bodega con Oficinas, baños,  Privados y área libre de almacenaje.Piso reforzado, entrada con cortina metálica, 4 estacionamientos.Excelente estado de mantenimiento!Contáctanos!",,19,39,Pierre No. 131,-100.3761083,25.6863582,0,3,0,662.0,0,0,700.0,2576,1,0,,2021-11-26 02:02:07,2022-04-28 02:49:25,0,0,1,1,1,1,1,"Bodega en Renta en Excelente Ubicación, a un par de cuadras de Galerías Monterrey700 mts de Bodega con Oficinas,",,0,0,,0,0,1,1,64638,Balcones de Colinas de San Jerónimo,700.0,0,16429827702576121,Bodega,General,NA,Habitacional,Ninguna,Renta,usd,m2,70-BR-1122,Mts,m2,,1,,2022-01-24 00:06:10,,0.00,,19,948,85970,85970,0
429335,Departamento en Renta en San Jeronimo 1er Sect,26000.00,"Nocnok ID: MX21-LV4890. REDNORTE OFRECE: 

Departamento Totalmente amueblado y equipado en Retama. 
Cuenta con: 
Amplía área de Sala/comedor 
Cocina integral (área de despensa) 
Lavandería 
2 recamaras (principal con baño completo y vestidor) 
Balcón con vista Panoramica a la ciudad 
Cada habitación cuenta con su minisplit. 
2 cajones de estacionamiento 
Una bodega 

Amenidades: 
Seguridad 24/7 
2 Albercas 
Gimnasio 
Salón de eventos 
Ludoteca 
Bussines Center 
Asadores/palapa 
Áreas verdes 
Edificio (Pet-friendly) 

CLAVE INTERNA: SDR885 

TELEFONO: 8117783953

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,64634 64634,-100.3549650,25.6742477,2,2,0,0,0,0,140,544,1,0,,2021-11-28 14:03:18,2022-04-28 02:49:32,1,0,1,0,1,1,1,"Departamento en renta en San Jeronimo 1er Sect. 2 habitaciones, 2 baños, 140m2 construcción.","",0,0,[],0,0,1,1,64634,San Jeronimo 1er Sect,0,0,1638102203544146,Departamento,General,NA,Habitacional,Parcial,Renta,mxn,propiedad,MX21-LV4890,m2,m2,,1,2022-04-13 14:10:21,2021-11-28 12:23:23,,0.00,,19,948,85947,85947,0
429340,Departamento en Renta en San Jeronimo 1er Sect,24000.00,"Nocnok ID: MX21-LV5021. REDNORTE OFRECE: 

RENTA ESPACIOSO DEPARTAMENTO, TOTALMENTE AMUEBLADO Y EQUIPADO, CON VISTA A LA CIUDAD. 

Ubicación privilegiada, San Jeronimo 

Cuenta con: 
Amplía área de Sala/comedor 
Cocina integral (área de despensa) 
Lavandería 
2 recamaras (principal con baño completo y vestidor) 
Balcón con vista Panoramica hacía la ciudad 
Cada habitación cuenta con su minisplit 
2 cajones de estacionamiento 
Bodega 

Amenidades 
Seguridad 24/7 
2 Albercas 
Gimnasio 
Salón de eventos 
Ludoteca 
Bussines Center 
Asadores/palapa 
Áreas verdes 
Edificio (Pet-friendly) 

CLAVE INTERNA: SDR886 

CLAVE INTERNA: 8117783953

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,64634 64634,-100.3549650,25.6742477,2,2,0,0,0,0,140,544,1,0,,2021-11-28 14:03:20,2022-04-28 02:49:32,1,0,1,0,1,1,1,"Departamento en renta en San Jeronimo 1er Sect. 2 habitaciones, 2 baños, 140m2 construcción.","",0,0,[],0,0,1,1,64634,San Jeronimo 1er Sect,0,0,1638102203544186,Departamento,General,NA,Habitacional,Parcial,Renta,mxn,propiedad,MX21-LV5021,m2,m2,,1,2022-04-13 14:10:21,2021-11-28 12:23:23,,0.00,,19,948,85947,85947,0
429356,Departamento en Renta en San Jeronimo,26500.00,"Nocnok ID: MX21-LV7065. REDNORTE OFRECE: 

Departamento en renta totalmente Equipado. 
- Cocina: estufa, refrigerador, horno microondas, barra desayunadora cubierta con granito. 
- Lavandería: con centro de lavado, boiler. 
- Área comedor/sala: 
Con mesa comedor para 6, sofá, sillones, taburetes, clima, decorada con espejos, candiles, papel tapiz, y otros artículos decorativos. 
- Recamaras: con camas, candiles, persianas blackout, televisores, climas, closets completos. 
- Baños con cancelaría vidrio templado. 

Amenidades: 2 albercas, amplios jardines con árboles, cancha de futbol y vitapista, área de asadores, gimnasio, salón de eventos, palapa eventos para reuniones al aire libre. 

Opción a rentar sin o con solo algunos muebles (a negociar) 

CLAVE INTERNA: XCR875 

TELEFONO: 8117783953

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,64640 64640,-100.3597410,25.6749153,2,2,0,0,0,0,140,544,1,0,,2021-11-28 14:03:24,2022-04-28 02:49:32,1,0,1,0,1,1,1,"Departamento en renta en San Jeronimo. 2 habitaciones, 2 baños, 140m2 construcción.","",0,0,[],0,0,1,1,64640,San Jeronimo,0,0,1638102203544136,Departamento,General,NA,Habitacional,Parcial,Renta,mxn,propiedad,MX21-LV7065,m2,m2,,1,2022-04-13 14:10:22,2021-11-28 12:23:23,,0.00,,19,948,85975,85975,0
429358,Departamento en Renta en San Jeronimo 1er Sect,23000.00,"Nocnok ID: MX21-LV7127. REDNORTE OFRECE: 

Departamento Equipado en Renta en San Jeronimo, Torre Retama 122m2 en $21,000 /mes. Se compone 2 recamaras y 2 baños, Sala-Comedor, Cocina Equipada, Terraza propia, 2 cajones de estacionamiento, Amenidades: gimnasio, centro de entretenimiento, Alberca. 

CLAVE INTERNA: CHR672 
TELEFONO OFICINA: 8117783953

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,64634 64634,-100.3549650,25.6742477,2,2,0,0,0,0,122,544,1,0,,2021-11-28 14:03:25,2022-04-28 02:49:32,1,0,1,0,1,1,1,"Departamento en renta en San Jeronimo 1er Sect. 2 habitaciones, 2 baños, 122m2 construcción.","",0,0,[],0,0,1,1,64634,San Jeronimo 1er Sect,0,0,1638102203544331,Departamento,General,NA,Habitacional,Parcial,Renta,mxn,propiedad,MX21-LV7127,m2,m2,,1,2022-04-13 14:10:22,2021-11-28 12:23:23,,0.00,,19,948,85947,85947,0
429362,Casa en Venta en Colinas de San Jeronimo,11000000.00,"Nocnok ID: MX21-LV7215. REDNORTE OFRECE: 

-Exclusivo Fraccionamiento con 
vigilancia 
-Cochera triple 
-Cocina integral 
-Sala 
-Comedor 
-Amplio jardín con alberca y area social 
-Estancia familiar 
-Recamara principal 
-Dos recámaras secundarias cada 
una con baño y vestidor 
-Amplia terraza con 
hermosa vista panorámica 
-Mini splits 

CLAVE INTERNA: XCV653 

TELEFONO: 8117783953

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,64630 64630,-100.3761060,25.6863575,3,5,0,267,0,0,375,544,1,0,,2021-11-28 14:03:25,2022-04-28 02:49:32,1,0,1,0,1,1,1,"Casa en venta en Colinas de San Jeronimo. 3 habitaciones, 5 baños, 267m2 terreno, 375m2 construcción.","",0,0,[],0,0,1,1,64630,Colinas de San Jeronimo,0,2,1638102204544354,Casa,General,NA,Habitacional,Parcial,Venta,mxn,propiedad,MX21-LV7215,m2,m2,,1,2022-04-13 14:10:22,2021-11-28 12:23:24,,0.00,,19,948,85944,85944,0
429364,Departamento en Renta en Colinas de San Jeronimo,17500.00,"Nocnok ID: MX21-LV7229. REDNORTE OFRECE: 

Departamento Torre Benetton en San Jerónimo. 
Dos recamaras, sala, comedor, cocina integral, estufa, campana, refrigerador, boiler, clima central, sala de cine, cuarto de servicio, lavandería con lavadora y secadora, 3 y medio baños, 2 cajones de estacionamiento techados, areas comunes: alberca, salon de eventos, palapa, asadores, gimnasio, mezanine, elevadores, loby. 
La renta es de $17,500.00 mas $4,200.00 de cuota de mantenimiento. 

CLAVE INTERNA: XCR856 

TELEFONO: 8117783953

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,64630 64630,-100.3761060,25.6863575,2,4,0,0,0,0,145,544,1,0,,2021-11-28 14:03:26,2022-04-28 02:49:32,1,0,1,0,1,1,1,"Departamento en renta en Colinas de San Jeronimo. 2 habitaciones, 4 baños, 145m2 construcción.","",0,0,[],0,0,1,1,64630,Colinas de San Jeronimo,0,1,1638102204544732,Departamento,General,NA,Habitacional,Parcial,Renta,mxn,propiedad,MX21-LV7229,m2,m2,,1,2022-04-13 14:10:22,2021-11-28 12:23:24,,0.00,,19,948,85944,85944,0
429859,Local en Renta en Colinas de San Jeronimo,13500.00,"Nocnok ID: MX21-LV6411. LOCAL EN RENTA SAN JERÓNIMO 
EN EDIFICIO SOLARA
Área        45 m2
Precio $ 13,500.00
Actualmente es el desarrollo residencial y comercial vertical,
De nivel ejecutivo donde podrás recibir a tus cliente como se lo merecen.
En el tema de adecuaciones se puede llegar a acuerdos.

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,Puerta del Sol 000 200,-100.3638000,25.6847916,2,1,1,45,0,1,45,1726,1,0,,2021-11-29 14:02:02,2022-06-21 08:25:32,1,1,1,0,1,1,1,"Local en renta en Colinas de San Jeronimo. 2 habitaciones, 1 baños, 1 estacionamientos, 45m2 terreno, 45m2","",0,0,[],0,0,1,1,64630,Colinas de San Jeronimo,0,1,16381045781726955,Local,General,NA,Comercial,Parcial,Renta,mxn,propiedad,MX21-LV6411,m2,m2,,1,2022-04-13 14:22:54,2021-11-28 13:02:58,,0.00,,19,948,85944,85944,0
429860,Casa en Venta en San Jeronimo Sect 3,4500000.00,"Nocnok ID: MX21-LV7953. PROYECTO DE CASA EN SAN JERONIMO

PRIMER PISO
Cochera par 2 autos 
Recibidor
Sala-Comedor
Medio baño
Cocina

SEGUNDO PISO
3 Habitaciones 
2 Baños completos

TERCER PISO
Terraza con vista panorámica de la ciudad 
Terreno.-165 mts2  ASESORA. Vicky Téllez 

 ASESORA. Vicky Téllez
WATTS.-8180176602

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,Alfonso Junco 40,-100.3717730,25.6949139,3,3,2,165,0,3,300,1726,1,0,,2021-11-29 14:02:02,2022-06-21 08:25:32,1,1,1,0,1,1,1,"Casa en venta en San Jeronimo Sect 3. 3 habitaciones, 3 baños, 2 estacionamientos, 165m2 terreno, 300m2 construcción.","",0,0,[],0,0,1,1,64630,San Jeronimo Sect 3,0,1,16381045781726894,Casa,General,NA,Habitacional,Parcial,Venta,mxn,propiedad,MX21-LV7953,m2,m2,,1,2022-04-13 14:22:54,2021-11-28 13:02:58,,0.00,,19,948,85944,85944,0
429877,Departamento en Venta en San Jeronimo,5550000.00,"Nocnok ID: MX21-LV4917. Departamento a ESTRENAR en Venta Torre NIZA San Jerónimo 
Son 144 m2 con 3 recámaras, 2 baños completos, sala, comedor, cocina, lavandería
Cuarto de servicio con baño, el elevador llega a la puerta del depa.
Son 12 pisos y 1 departamento por piso, caseta de vigilancia 24/7
Estacionamiento privado!

Precio de Venta: $5,550,000

ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",,19,39,Jardin de San Jerónimo 114,-100.3581470,25.6752319,3,3,2,0,0,1,144,1764,1,0,,2021-11-29 14:02:06,2022-04-13 14:23:12,1,0,0,0,1,1,1,"Departamento en venta en San Jeronimo. 3 habitaciones, 3 baños, 2 estacionamientos, 144m2 construcción.","",0,0,[],0,0,1,1,64640,San Jeronimo,0,0,16380989941764785,Departamento,General,NA,Habitacional,Parcial,Venta,mxn,propiedad,MX21-LV4917,m2,m2,,1,2022-04-13 14:23:12,2021-11-28 11:29:54,,0.00,,19,948,,,0
